synthetic_name,source_anchor,true_category,anchor_predicted_category,anchor_strength,perturb_radius_scaled,trust_radius_scaled,source_title,nearest_anchor,nearest_anchor_true_category,nearest_anchor_distance_scaled,nearest_real_distance_scaled,same_true_category_neighborhood,source_anchor_is_nearest,within_real_manifold_threshold,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11,Mode 12,Mode 13,Mode 14,Mode 15,Mode 16,Mode 17,Mode 18,Mode 19
sc20412_perturb_013,sc20412,Transonic,Transonic,strong,0.25082462,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.25082462,0.25082462,True,True,True,0.1900723437,0.07094795416,0.2501911055,-0.02633578325,0.2882261766,-0.0470034202,0.3242746869,0.08119462909,0.2098042829,0.2201366732,-0.06781422689,-0.2930159667,-0.03899603163,-0.2240788016,-0.1407010993,-0.1526942452,-0.08887657371,0.03311548049,0.1854267778
sc20412_perturb_014,sc20412,Transonic,Transonic,strong,0.29004700,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29004700,0.29004700,True,True,True,0.2009258148,0.0860521585,0.2561756632,0.07681604532,0.3279518266,-0.04957428141,0.3447891139,0.08196666956,0.2099028544,0.210825469,-0.08502044564,-0.2883701339,-0.08389589975,-0.2337428016,-0.1970407814,-0.1526296408,-0.1323330741,0.0460730319,0.2021978173
sc20412_perturb_015,sc20412,Transonic,Transonic,strong,0.28713732,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.28713732,0.28713732,True,True,True,0.2039994327,0.07938245724,0.2984303891,0.03664855937,0.3353785289,-0.04633636355,0.3046502488,0.07827836242,0.1840438705,0.2104824362,-0.07356007581,-0.2692585849,-0.09841339666,-0.1961077285,-0.1564499005,-0.1831907049,-0.1037120893,0.05462785409,0.1907482128
sc20412_perturb_016,sc20412,Transonic,Transonic,strong,0.29747253,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29747253,0.29747253,True,True,True,0.2109902869,0.07757612771,0.2660574732,-0.1173349758,0.3670573034,-0.04306220143,0.4045160772,0.07901420249,0.2160343427,0.2112968391,-0.0658785114,-0.2545725528,0.02165679068,-0.2575425246,-0.1282187878,-0.1497878997,-0.1400930228,0.04787146197,0.181010064
sc20412_perturb_017,sc20412,Transonic,Transonic,strong,0.27906067,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.27906067,0.27906067,True,True,True,0.1951731293,0.08733089229,0.2630015743,-0.006635361573,0.3572343389,0.07467308582,0.2715721482,0.06581126617,0.1971021986,0.2219333775,-0.07921059386,-0.2514686184,0.03379020051,-0.2608428376,-0.1414175046,-0.1128030015,-0.05991097458,0.04690568974,0.2016043661
sc20412_perturb_018,sc20412,Transonic,Transonic,strong,0.29811557,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29811557,0.29811557,True,True,True,0.197361521,0.1063092856,0.2657725797,-0.04279753317,0.2855687546,-0.0544232589,0.2999259637,0.134563083,0.192635579,0.2282192953,-0.09043989924,-0.2714808705,-0.01643549679,-0.1966692063,-0.05120809095,-0.1575877194,-0.1018342577,0.029721273,0.1746703017
sc20412_perturb_019,sc20412,Transonic,Transonic,strong,0.25617674,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.25617674,0.25617674,True,True,True,0.2001830872,0.09535818303,0.2680942155,0.02738573324,0.2844259543,-0.01130466938,0.2738300509,0.1290030027,0.2171699205,0.1868910091,-0.07523251362,-0.2823731781,-0.01371397173,-0.2401213227,-0.09032314367,-0.1922222085,-0.1398260625,0.02020356035,0.1888331024
sc20412_perturb_020,sc20412,Transonic,Transonic,strong,0.29680218,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29680218,0.29680218,True,True,True,0.2061413328,0.09745044476,0.2902288677,0.0195581007,0.3866680779,0.06668070333,0.3506801003,0.1280614985,0.1903452214,0.1872772615,-0.09399996971,-0.2559467187,0.06048093668,-0.3022897394,-0.1735543439,-0.09399938709,-0.100316844,0.0408246921,0.1815733306
sc20412_perturb_021,sc20412,Transonic,Transonic,strong,0.25952315,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.25952315,0.25952315,True,True,True,0.2025655022,0.07975189116,0.2689948564,-0.01540422204,0.2878075933,-0.05377850142,0.2292739875,0.05388240428,0.1801191247,0.1852144506,-0.06691869101,-0.259698446,0.0005007645913,-0.2333141104,-0.1092140152,-0.1617693337,-0.1061806072,0.01693794351,0.1976740031
sc20412_perturb_022,sc20412,Transonic,Transonic,strong,0.29609825,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29609825,0.29609825,True,True,True,0.2023207453,0.08269678476,0.2299093308,0.04041339996,0.2837769813,0.0911761922,0.3230842561,0.1151801821,0.1823129554,0.2121366483,-0.08758835539,-0.2511523299,-0.03052704732,-0.3107790229,-0.2038685553,-0.09170612831,-0.1179399,0.04370734639,0.1767401141
sc20412_perturb_023,sc20412,Transonic,Transonic,strong,0.29552022,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29552022,0.29552022,True,True,True,0.2058274191,0.09313967659,0.2439778223,-0.1031372154,0.4191621525,0.04550064068,0.2974691454,0.1042994969,0.2004375723,0.1856957442,-0.09093590571,-0.2930509326,-0.01480216538,-0.1894567479,-0.190268347,-0.1061367598,-0.1337410839,0.04277494773,0.1842106599
sc20412_perturb_024,sc20412,Transonic,Transonic,strong,0.27771451,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.27771451,0.27771451,True,True,True,0.2041563958,0.07316588456,0.2447208709,0.02227863798,0.2265804849,0.01674465989,0.3504295195,0.1577077646,0.204097562,0.1801361418,-0.07549745276,-0.2737679351,0.004415879831,-0.1992726121,-0.1198027085,-0.1659407586,-0.1067012494,0.02930096006,0.2087773465
sc20412_perturb_025,sc20412,Transonic,Transonic,strong,0.29481692,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29481692,0.29481692,True,True,True,0.2064862223,0.07800395718,0.2695017572,0.009775551534,0.3502541949,-0.03371517854,0.2725138218,0.07003378807,0.2197217721,0.1864843501,-0.1129157217,-0.2632472025,0.004156945394,-0.3043826309,-0.1318395309,-0.1805768832,-0.1163655276,0.03070444165,0.1809884533
sc20412_perturb_026,sc20412,Transonic,Transonic,strong,0.28355507,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.28355507,0.28355507,True,True,True,0.2006889746,0.08466846715,0.2417688939,-0.02095358406,0.3717756355,0.05070179038,0.3045006008,0.07946619697,0.176128125,0.229608405,-0.07556510482,-0.2570210168,-0.05471832023,-0.2549072373,-0.1043138474,-0.09899317513,-0.06761075823,0.0273083723,0.1814056592
sc20412_perturb_027,sc20412,Transonic,Transonic,strong,0.28527308,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.28527308,0.28527308,True,True,True,0.209880996,0.0489145007,0.2427294216,0.01453580587,0.3781914197,-0.005414498744,0.3266945826,0.1232229523,0.2105588245,0.2260610843,-0.08867892406,-0.2618853643,-0.01365729394,-0.2691992063,-0.1663293642,-0.1873281447,-0.07537000524,0.0240178299,0.1887614878
sc20412_perturb_028,sc20412,Transonic,Transonic,strong,0.29440458,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29440458,0.29440458,True,True,True,0.2028093013,0.09148957818,0.2341727267,-0.05066348114,0.3134856713,-0.05393404524,0.3103800433,0.09575836999,0.1953442011,0.1819966565,-0.08310292996,-0.2910413494,0.07574729918,-0.1840521894,-0.1774189147,-0.1314204882,-0.1210965335,0.04141704809,0.2059400364
sc20412_perturb_029,sc20412,Transonic,Transonic,strong,0.29649743,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29649743,0.29649743,True,True,True,0.208165903,0.09113704136,0.2803968158,-0.005786339431,0.3425841214,0.0745259628,0.3215481936,0.1325058539,0.1813356821,0.2051996541,-0.07544313322,-0.2520707035,0.05115410777,-0.2164393149,-0.2545306165,-0.1175661268,-0.100943906,0.02569022143,0.2085789904
sc20412_perturb_030,sc20412,Transonic,Transonic,strong,0.29448109,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29448109,0.29448109,True,True,True,0.2062482781,0.07197390515,0.2567826092,-0.07687888701,0.2696170608,-0.06033487726,0.334257669,0.1426679639,0.2047073648,0.1967688194,-0.07388343853,-0.2846267528,0.04003451582,-0.2165926632,-0.1381068897,-0.1666922838,-0.08528658839,0.02639807948,0.1538472423
sc20412_perturb_031,sc20412,Transonic,Transonic,strong,0.29436898,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29436898,0.29436898,True,True,True,0.2033695559,0.06688288868,0.2864348849,-0.09042002362,0.4075611955,-0.101501507,0.351172611,0.1118787308,0.1975896106,0.1967582236,-0.05651070486,-0.2685009547,0.004054035169,-0.2055542198,-0.1548592809,-0.1715417281,-0.06922667608,0.01524945851,0.2025996523
sc20412_perturb_032,sc20412,Transonic,Transonic,strong,0.29162010,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29162010,0.29162010,True,True,True,0.1970398473,0.08405252842,0.301514084,0.01313400935,0.362983786,0.05639769771,0.2975563289,0.1518878834,0.1665780657,0.1763190251,-0.0897262951,-0.2530746381,-0.01326296552,-0.2595485703,-0.1312780499,-0.1940648969,-0.101156624,0.04161542949,0.1746704985
sc20412_perturb_033,sc20412,Transonic,Transonic,strong,0.29013295,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29013295,0.29013295,True,True,True,0.1907032323,0.0863599083,0.2420372711,-0.01792928366,0.4738727523,-0.04246488747,0.3175810966,0.1304903506,0.1999551229,0.1840764434,-0.07346662773,-0.2841070021,-0.05389954091,-0.2284664836,-0.1661606889,-0.1930951177,-0.1330501241,0.05361395494,0.192939115
sc20412_perturb_034,sc20412,Transonic,Transonic,strong,0.29746385,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29746385,0.29746385,True,True,True,0.1978072052,0.06644244273,0.2230054809,-0.03164487511,0.2805067335,0.05674421571,0.3357443547,0.1551999335,0.2017633943,0.2277688949,-0.07305672502,-0.2586383146,-0.01190776272,-0.1822955523,-0.1444129868,-0.1691045695,-0.08707249461,0.03167464441,0.1725209417
sc20412_perturb_035,sc20412,Transonic,Transonic,strong,0.29465827,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29465827,0.29465827,True,True,True,0.199380414,0.06453069175,0.2808989432,0.01839844134,0.3418595535,0.05366665872,0.3115604056,0.1232138374,0.186480482,0.2092649262,-0.08696208468,-0.2592799878,-0.02281231777,-0.3206977211,-0.1578884949,-0.2179388693,-0.1062792019,0.04932237299,0.1579808583
sc20412_perturb_036,sc20412,Transonic,Transonic,strong,0.27445418,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.27445418,0.27445418,True,True,True,0.2079529325,0.09250880443,0.2692516883,-0.0262553615,0.2971129042,0.04322926724,0.3046837473,0.1559636673,0.1980005283,0.1958163022,-0.0874521662,-0.2707894509,0.0596227269,-0.2948995009,-0.07674363129,-0.1527810378,-0.07388336023,0.02666277002,0.1694691807
sc20412_perturb_037,sc20412,Transonic,Transonic,strong,0.29685042,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29685042,0.29685042,True,True,True,0.196465066,0.03967593957,0.2848105709,-0.02298573112,0.3467381778,-0.01500494054,0.2699139509,0.1084312638,0.1955377627,0.2194836771,-0.06118689426,-0.2715919185,-0.009081889889,-0.2129293745,-0.2135129449,-0.183297907,-0.07488192717,0.03455037669,0.1883262067
sc20412_perturb_038,sc20412,Transonic,Transonic,strong,0.28663263,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.28663263,0.28663263,True,True,True,0.2012052224,0.1000424144,0.2661506381,-0.05649401837,0.2762905336,-0.02821471897,0.264635277,0.1290847474,0.2128463635,0.2183092764,-0.0662530767,-0.2717324535,-0.02791893257,-0.3219983569,-0.0982010802,-0.1315854327,-0.1511379547,0.04896485151,0.1906688889
sc20412_perturb_039,sc20412,Transonic,Transonic,strong,0.29598302,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.29598302,0.29598302,True,True,True,0.1944031785,0.08112197877,0.257120877,0.05242811348,0.2500416902,-0.005274572585,0.335344997,0.1447354918,0.2084835843,0.1733481299,-0.08333107651,-0.2822284257,0.04147887467,-0.2355193495,-0.05026951796,-0.1255541371,-0.09468127441,0.03035239271,0.1873264733
sc20412_perturb_040,sc20412,Transonic,Transonic,strong,0.27662232,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20412,Transonic,0.27662232,0.27662232,True,True,True,0.2053604458,0.0895548783,0.2738668605,0.002258973971,0.2502166012,-0.01789982383,0.2939098856,0.06778989765,0.2047863705,0.1803973945,-0.08370890793,-0.2790596434,-0.02018053849,-0.1787088296,-0.1793443137,-0.1708956446,-0.07681966317,0.03483816126,0.165631559
sc20414_perturb_001,sc20414,Transonic,Transonic,strong,0.29383141,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29383141,0.29383141,True,True,True,0.2340469069,0.07524356846,0.3093086778,-0.03316518398,0.4792720276,-0.04335664833,0.4801431218,0.09082154423,0.2346339078,0.2455611375,-0.09634638735,-0.3021204769,-0.01261864826,-0.2589910574,-0.1435731084,-0.2760570871,-0.03377962528,0.02214229629,0.2043968952
sc20414_perturb_002,sc20414,Transonic,Transonic,strong,0.28533295,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.28533295,0.28533295,True,True,True,0.22690462,0.09997992079,0.2913679909,0.003285915679,0.5106416105,0.006940799897,0.3745723029,0.08887277297,0.2444844848,0.2179931815,-0.09831322209,-0.2995558133,0.01783819107,-0.2349062871,-0.08105522396,-0.2090014468,-0.105172372,0.02445172969,0.1842176672
sc20414_perturb_003,sc20414,Transonic,Transonic,strong,0.28348885,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.28348885,0.28348885,True,True,True,0.2446163385,0.06911669857,0.3211325849,-0.1378381047,0.5136270349,-0.02833859696,0.4083424711,0.08459026396,0.224957166,0.21194899,-0.1100807351,-0.313717921,0.005611669378,-0.3510616307,-0.1292832015,-0.1770351234,-0.06807223586,0.0150033808,0.2064473777
sc20414_perturb_004,sc20414,Transonic,Transonic,strong,0.25895923,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.25895923,0.25895923,True,True,True,0.2423803171,0.08593116321,0.3324415568,0.02003327458,0.4201665403,0.01667806466,0.3129649934,0.06887924574,0.2312252915,0.2162009035,-0.08828068971,-0.291346094,-0.02116813149,-0.3184917708,-0.1362850984,-0.1699964697,-0.1097220356,0.04070696729,0.2169251049
sc20414_perturb_005,sc20414,Transonic,Transonic,strong,0.27300617,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.27300617,0.27300617,True,True,True,0.2335377699,0.08916098604,0.3062351251,-0.06252642317,0.3405616979,-0.1131167517,0.3642749514,0.09925984162,0.245441676,0.2087401644,-0.1182656246,-0.2902771437,0.02662610874,-0.3508335591,-0.1636500935,-0.1885895559,-0.1103076881,0.01429803371,0.214946803
sc20414_perturb_006,sc20414,Transonic,Transonic,strong,0.29344790,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29344790,0.29344790,True,True,True,0.2277783459,0.08156274417,0.3089692804,-0.06618572906,0.3679024736,-0.06056603756,0.3643901952,0.1123924394,0.2512662269,0.2047715691,-0.09449247893,-0.3267325946,0.03550805038,-0.297502964,-0.08574130089,-0.2959246974,-0.08527893029,0.04925313061,0.2108372911
sc20414_perturb_007,sc20414,Transonic,Transonic,strong,0.28959292,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.28959292,0.28959292,True,True,True,0.2398734493,0.08278073549,0.3257636694,-0.03135968011,0.4285910723,0.005517374753,0.4712889726,0.1231961307,0.2561171912,0.1899753466,-0.1030958223,-0.3046896228,0.04268317042,-0.2848681005,-0.09941374084,-0.2880180679,-0.09876576998,0.02290134731,0.2014188921
sc20414_perturb_008,sc20414,Transonic,Transonic,strong,0.28957505,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.28957505,0.28957505,True,True,True,0.2367047771,0.08402248759,0.2729965467,-0.1159419419,0.4167616192,-0.01822821238,0.3736982813,0.08884599556,0.2365512151,0.2250409928,-0.1056191959,-0.2943906601,-0.1148164039,-0.3532197083,-0.1424892326,-0.2250145097,-0.07171012178,0.03325025791,0.1985172326
sc20414_perturb_009,sc20414,Transonic,Transonic,strong,0.28718697,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.28718697,0.28718697,True,True,True,0.2353265168,0.08108767491,0.288795386,-0.1059968822,0.4941099156,0.05315558894,0.3027364214,0.05875062834,0.2461758353,0.2336254708,-0.09197778141,-0.3100850984,0.03517890305,-0.3108228153,-0.1706886876,-0.2560060095,-0.06491942141,0.0208119362,0.1991906987
sc20414_perturb_010,sc20414,Transonic,Transonic,strong,0.25516791,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.25516791,0.25516791,True,True,True,0.2447255731,0.0970406128,0.3214022061,-0.02765933609,0.4861986346,0.01707253094,0.3870277194,0.04749931048,0.2512075557,0.2024951026,-0.09824042379,-0.2893095137,0.01219572027,-0.2668257014,-0.2054485811,-0.2057594965,-0.06895548751,0.02320349295,0.2099191118
sc20414_perturb_011,sc20414,Transonic,Transonic,strong,0.27667987,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.27667987,0.27667987,True,True,True,0.2345123972,0.07349537946,0.3487203451,0.01419899346,0.4569501339,0.02672564163,0.4190915904,0.08858456976,0.2423855661,0.2078149351,-0.1103122382,-0.3052795173,0.002339493879,-0.326803618,-0.215222744,-0.1763872848,-0.09610043004,0.01393317138,0.210793022
sc20414_perturb_012,sc20414,Transonic,Transonic,strong,0.28724064,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.28724064,0.28724064,True,True,True,0.2427147457,0.1218243461,0.3113147151,-0.06608434222,0.4072425593,0.008772622003,0.3932140862,0.1245128114,0.248257364,0.2329630786,-0.08977472763,-0.3249035607,0.04984292656,-0.3510736515,-0.1691402891,-0.192103022,-0.08247347648,0.04411099149,0.2249779114
sc20414_perturb_013,sc20414,Transonic,Transonic,strong,0.27569369,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.27569369,0.27569369,True,True,True,0.2283234356,0.1037171926,0.3160413532,-0.08136002534,0.5146716669,0.04675194573,0.4128958905,0.1602272184,0.2540937589,0.231982295,-0.1044506676,-0.2936683425,-0.01123139587,-0.314770643,-0.1658919028,-0.197190419,-0.07764334297,0.02359234377,0.204774668
sc20414_perturb_014,sc20414,Transonic,Transonic,strong,0.29126892,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29126892,0.29126892,True,True,True,0.2373909964,0.09211951107,0.3034419344,-0.04807588769,0.371765525,-0.07143466901,0.3920907222,0.07319763704,0.2540093904,0.2169884544,-0.07737246412,-0.2745930831,0.01978589415,-0.3980076909,-0.1028705143,-0.2335704053,-0.0386490123,0.04242517322,0.2172234696
sc20414_perturb_015,sc20414,Transonic,Transonic,strong,0.28001777,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.28001777,0.28001777,True,True,True,0.2392794895,0.1003890453,0.2975391399,-0.01608549226,0.5295933105,-0.04331384048,0.4327339341,0.08904199766,0.2463703328,0.2181415457,-0.07964059862,-0.3249864233,0.08096519043,-0.3394416899,-0.09352275504,-0.2662185841,-0.1197268473,0.0260667967,0.2107031762
sc20414_perturb_016,sc20414,Transonic,Transonic,strong,0.28135101,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.28135101,0.28135101,True,True,True,0.2433555954,0.08414563244,0.3126008047,-0.03260666915,0.4078503015,-0.06351895199,0.3721122832,0.08128788302,0.2213973614,0.2065045324,-0.118266796,-0.2793777042,0.04559190221,-0.3291373288,-0.07018088826,-0.2492404811,-0.1131612082,0.02129219446,0.2100525693
sc20414_perturb_017,sc20414,Transonic,Transonic,strong,0.27544738,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.27544738,0.27544738,True,True,True,0.2413327551,0.08706208655,0.3095361676,0.01480082277,0.3753409697,-0.04312704143,0.3897290464,0.1358384217,0.2129643311,0.2144900971,-0.1037764472,-0.299703849,0.0003437951383,-0.3431754094,-0.1730112948,-0.2664244373,-0.0793874856,0.05379809314,0.2173519691
sc20414_perturb_018,sc20414,Transonic,Transonic,strong,0.22435358,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.22435358,0.22435358,True,True,True,0.232456708,0.07991193626,0.3257342933,-0.07190610971,0.3922928945,0.02288339378,0.377395618,0.1296483887,0.2347952967,0.2217131848,-0.07831217365,-0.2950296822,-0.01976564252,-0.3211041539,-0.1280636329,-0.1776494023,-0.08923162765,0.01677534692,0.2175491969
sc20414_perturb_019,sc20414,Transonic,Transonic,strong,0.28855504,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.28855504,0.28855504,True,True,True,0.2357399363,0.08472237632,0.3198779842,0.04683439635,0.4497887226,0.09161676119,0.3794974795,0.09558503562,0.2338411974,0.2113553096,-0.08016370302,-0.3142413123,-0.04834252403,-0.3543005327,-0.1433663353,-0.2006758196,-0.01603851921,0.03809582701,0.2035997395
sc20414_perturb_020,sc20414,Transonic,Transonic,strong,0.29881475,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29881475,0.29881475,True,True,True,0.2299389026,0.09520110085,0.3134244696,-0.01264039421,0.5138381253,0.1315013707,0.2936571105,0.09109092111,0.2316597621,0.2026012567,-0.09274283511,-0.3062221182,-0.01430949347,-0.3097932908,-0.1949593967,-0.2383566822,-0.0857226715,0.03464031998,0.2222349655
sc20414_perturb_021,sc20414,Transonic,Transonic,strong,0.29783517,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29783517,0.29783517,True,True,True,0.2291964494,0.07946953576,0.3160369883,0.1000468356,0.4029065899,-0.06592810104,0.4343873198,0.0739917425,0.2340025081,0.2316657498,-0.1093542168,-0.3008062385,-0.05456463665,-0.3088329225,-0.133852915,-0.2359475545,-0.04986486022,0.02774380339,0.2071328861
sc20414_perturb_022,sc20414,Transonic,Transonic,strong,0.27466889,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.27466889,0.27466889,True,True,True,0.2358205838,0.08553230051,0.3034061077,-0.04347426216,0.4274684291,0.01886949935,0.4388960445,0.1052616758,0.2368387522,0.2137965715,-0.06292539879,-0.3126386698,0.02239067575,-0.3202781626,-0.05390978153,-0.16381528,-0.0515808299,0.0324213596,0.2083823111
sc20414_perturb_023,sc20414,Transonic,Transonic,strong,0.27263958,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.27263958,0.27263958,True,True,True,0.2333677166,0.0876299702,0.3194994985,0.05817973927,0.4718594836,0.06920106909,0.4129202313,0.09323693713,0.2488645987,0.2056711212,-0.0934459523,-0.3279335882,-0.04837298309,-0.3322785419,-0.08004894527,-0.1900741077,-0.1086284107,0.03822878546,0.2150099491
sc20414_perturb_024,sc20414,Transonic,Transonic,strong,0.29812763,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29812763,0.29812763,True,True,True,0.2339219635,0.07980933453,0.324297229,0.004010455276,0.348474937,-0.003409404503,0.413183579,0.1043903951,0.2654128299,0.2075955057,-0.1015243285,-0.3076878713,-0.06415846205,-0.3290813533,-0.04685495551,-0.2670350192,-0.1103224902,0.03436493872,0.2247997063
sc20414_perturb_025,sc20414,Transonic,Transonic,strong,0.29053244,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29053244,0.29053244,True,True,True,0.238805415,0.1109724053,0.32501212,-0.06604958301,0.3347844751,-0.1143558928,0.4366125774,0.1060250846,0.2321848234,0.2207534519,-0.07737677875,-0.3149746973,0.04142602806,-0.3753676279,-0.08000709043,-0.1594706994,-0.07191109338,0.01344703476,0.2024895433
sc20414_perturb_026,sc20414,Transonic,Transonic,strong,0.29082375,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29082375,0.29082375,True,True,True,0.2332205898,0.08789150455,0.3277538205,-0.05598630661,0.4748874132,-0.02457562361,0.4391328611,0.1436344808,0.2132703794,0.2052251893,-0.09696760881,-0.2978285494,0.04384624042,-0.355074327,-0.1011213307,-0.2609196325,-0.08205992846,0.0007871706944,0.210196248
sc20414_perturb_027,sc20414,Transonic,Transonic,strong,0.29224709,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29224709,0.29224709,True,True,True,0.2391893621,0.0746073081,0.3216653275,-0.05479184056,0.4134466099,-0.04329759517,0.4012168081,0.1405529904,0.2226398505,0.2093760529,-0.1092017149,-0.320322554,-0.01129323349,-0.3740631451,-0.0645363021,-0.1683873686,-0.04874879488,0.05091391993,0.2084089014
sc20414_perturb_028,sc20414,Transonic,Transonic,strong,0.29546553,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29546553,0.29546553,True,True,True,0.2380771297,0.07379519404,0.3317424205,0.009087380852,0.5304106948,-0.03803139091,0.4496131179,0.03433128316,0.2209471797,0.237429964,-0.09846811015,-0.3085677793,-0.03791182597,-0.2894936568,-0.091230405,-0.2410228165,-0.098488558,0.03231520022,0.2094299823
sc20414_perturb_029,sc20414,Transonic,Transonic,strong,0.29271081,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29271081,0.29271081,True,True,True,0.2297159994,0.09415855708,0.3105353919,-0.01148419009,0.3810879865,0.0817584861,0.4771170944,0.08289055611,0.2298058743,0.2140810966,-0.08003255539,-0.3117273734,-0.02825088072,-0.3753889852,-0.1701706319,-0.2325406542,-0.02358477537,0.02968821578,0.217075806
sc20414_perturb_030,sc20414,Transonic,Transonic,strong,0.26080525,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.26080525,0.26080525,True,True,True,0.2404111572,0.09320349635,0.3382019081,-0.03315500789,0.3967504449,0.08074789963,0.3925235884,0.1409002167,0.2216803703,0.2130649107,-0.1038861513,-0.3025047057,-0.03120772555,-0.2796701359,-0.1598147378,-0.1645583793,-0.06405153228,0.0192272936,0.2099233695
sc20414_perturb_031,sc20414,Transonic,Transonic,strong,0.29607422,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29607422,0.29607422,True,True,True,0.2388244557,0.1180074743,0.2869730894,-0.004917015634,0.420503443,-0.07849544585,0.460336543,0.09379651056,0.2422344616,0.1826879807,-0.111131334,-0.3249189946,-0.02159740615,-0.344287849,-0.07016433147,-0.2116593797,-0.07645327084,0.03442004501,0.2125987457
sc20414_perturb_032,sc20414,Transonic,Transonic,strong,0.29817304,0.29881932,NASA TP-2969 Supercritical Airfoils,sc20414,Transonic,0.29817304,0.29817304,True,True,True,0.2298087994,0.1027569122,0.3612270768,-0.06576537449,0.4735088791,-0.00155022084,0.4497924234,0.1254432021,0.2149601161,0.2094982373,-0.08880011571,-0.3163442119,-0.01675126403,-0.3564022865,-0.04152477428,-0.2725105703,-0.06239944058,0.02154148834,0.2078089683
